Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.1,40,0,MINMIN,518.56,0, 12, 26, 13, 3, 16, 3, 0, 0, 9, 4, 6, 15, 0, 2, 49, 0, 7, 0, 2, 15, 6, 5, 6, 0, 0, 7,{c5.2xlarge=0; c5.xlarge=12; c5a.2xlarge=26; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=16; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=15; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=49; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=15; r5a.2xlarge=6; r5a.large=5; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,CRITICALPATH,333.2799999999999,3, 10, 21, 13, 10, 8, 6, 4, 11, 0, 0, 12, 5, 0, 6, 0, 19, 8, 9, 9, 13, 7, 6, 2, 0, 15, 9,{c5.2xlarge=3; c5.xlarge=10; c5a.2xlarge=21; c5a.xlarge=13; d3.2xlarge=10; d3.xlarge=8; i3.2xlarge=6; i3.large=4; i3.xlarge=11; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=19; m5zn.xlarge=8; r5.2xlarge=9; r5.large=9; r5.xlarge=13; r5a.2xlarge=7; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,CRITICALPATHREVERSE,449.1799999999999,3, 8, 24, 13, 9, 3, 5, 8, 12, 0, 0, 9, 10, 0, 3, 0, 9, 9, 13, 9, 10, 8, 8, 10, 0, 17, 5,{c5.2xlarge=3; c5.xlarge=8; c5a.2xlarge=24; c5a.xlarge=13; d3.2xlarge=9; d3.xlarge=3; i3.2xlarge=5; i3.large=8; i3.xlarge=12; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=10; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=9; r5.2xlarge=13; r5.large=9; r5.xlarge=10; r5a.2xlarge=8; r5a.large=8; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=5},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,RESHIV2,525.4199999999998,13, 9, 13, 18, 11, 8, 6, 7, 7, 0, 0, 12, 4, 0, 6, 0, 13, 9, 10, 9, 7, 6, 7, 5, 0, 16, 9,{c5.2xlarge=13; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=18; d3.2xlarge=11; d3.xlarge=8; i3.2xlarge=6; i3.large=7; i3.xlarge=7; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=9; r5.2xlarge=10; r5.large=9; r5.xlarge=7; r5a.2xlarge=6; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,RESHIV3,448.7299999999999,4, 8, 16, 17, 12, 4, 3, 10, 5, 0, 0, 9, 7, 0, 7, 0, 12, 7, 12, 15, 11, 14, 3, 7, 0, 14, 9,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=16; c5a.xlarge=17; d3.2xlarge=12; d3.xlarge=4; i3.2xlarge=3; i3.large=10; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=9; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=0; m5zn.large=12; m5zn.xlarge=7; r5.2xlarge=12; r5.large=15; r5.xlarge=11; r5a.2xlarge=14; r5a.large=3; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,RESHIMAX,332.2699999999999,10, 6, 13, 14, 8, 4, 5, 9, 12, 0, 0, 15, 8, 0, 4, 0, 7, 11, 14, 13, 7, 10, 3, 7, 0, 18, 8,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=5; i3.large=9; i3.xlarge=12; m5.2xlarge=0; m5.large=0; m5.xlarge=15; m5a.2xlarge=8; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=11; r5.2xlarge=14; r5.large=13; r5.xlarge=7; r5a.2xlarge=10; r5a.large=3; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,125,RESHIFCFS,450.9599999999999,10, 6, 19, 19, 11, 2, 4, 11, 3, 0, 0, 10, 9, 0, 8, 0, 9, 9, 7, 8, 4, 9, 10, 6, 0, 24, 7,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=19; c5a.xlarge=19; d3.2xlarge=11; d3.xlarge=2; i3.2xlarge=4; i3.large=11; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=9; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=9; r5.2xlarge=7; r5.large=8; r5.xlarge=4; r5a.2xlarge=9; r5a.large=10; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=24; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=4; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,MINMIN,531.65,9, 9, 7, 32, 0, 11, 1, 0, 0, 0, 1, 4, 0, 1, 0, 10, 30, 14, 6, 13, 7, 21, 4, 1, 0, 22, 3,{c5.2xlarge=9; c5.xlarge=9; c5a.2xlarge=7; c5a.xlarge=32; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=30; m5zn.xlarge=14; r5.2xlarge=6; r5.large=13; r5.xlarge=7; r5a.2xlarge=21; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=22; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,MAXMIN,553.0999999999998,9, 8, 12, 39, 1, 14, 3, 0, 0, 1, 1, 6, 0, 2, 0, 6, 27, 11, 4, 4, 11, 17, 4, 1, 0, 18, 7,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=12; c5a.xlarge=39; d3.2xlarge=1; d3.xlarge=14; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=27; m5zn.xlarge=11; r5.2xlarge=4; r5.large=4; r5.xlarge=11; r5a.2xlarge=17; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=7},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,MCT,520.7799999999999,15, 12, 8, 31, 1, 11, 0, 0, 0, 1, 1, 3, 0, 0, 0, 16, 48, 11, 6, 5, 5, 16, 2, 0, 0, 12, 2,{c5.2xlarge=15; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=31; d3.2xlarge=1; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=48; m5zn.xlarge=11; r5.2xlarge=6; r5.large=5; r5.xlarge=5; r5a.2xlarge=16; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,ROUNDROBIN,447.0299999999999,2, 7, 4, 30, 0, 16, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 61, 6, 6, 4, 7, 21, 8, 1, 0, 21, 9,{c5.2xlarge=2; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=30; d3.2xlarge=0; d3.xlarge=16; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=61; m5zn.xlarge=6; r5.2xlarge=6; r5.large=4; r5.xlarge=7; r5a.2xlarge=21; r5a.large=8; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=9},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,STATIC,515.7799999999999,13, 1, 7, 20, 0, 6, 1, 0, 0, 0, 1, 4, 0, 0, 0, 14, 89, 13, 4, 4, 4, 5, 3, 0, 0, 11, 5,{c5.2xlarge=13; c5.xlarge=1; c5a.2xlarge=7; c5a.xlarge=20; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=89; m5zn.xlarge=13; r5.2xlarge=4; r5.large=4; r5.xlarge=4; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,NOML,328.47999999999996,14, 8, 13, 22, 7, 6, 8, 0, 0, 9, 6, 5, 0, 4, 0, 6, 18, 13, 10, 8, 7, 7, 8, 7, 0, 14, 6,{c5.2xlarge=14; c5.xlarge=8; c5a.2xlarge=13; c5a.xlarge=22; d3.2xlarge=7; d3.xlarge=6; i3.2xlarge=8; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=6; m5.xlarge=5; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=18; m5zn.xlarge=13; r5.2xlarge=10; r5.large=8; r5.xlarge=7; r5a.2xlarge=7; r5a.large=8; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=6},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,CUSTOMCLUSTERNOML,337.1699999999999,11, 4, 9, 9, 12, 11, 11, 0, 0, 4, 6, 7, 0, 6, 0, 5, 14, 15, 17, 10, 9, 7, 11, 10, 0, 10, 8,{c5.2xlarge=11; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=9; d3.2xlarge=12; d3.xlarge=11; i3.2xlarge=11; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=6; m5.xlarge=7; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=14; m5zn.xlarge=15; r5.2xlarge=17; r5.large=10; r5.xlarge=9; r5a.2xlarge=7; r5a.large=11; r5a.xlarge=10; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,TEXTDISTANCE,390.6899999999998,14, 7, 12, 10, 6, 7, 7, 0, 0, 9, 9, 7, 0, 7, 0, 4, 16, 19, 9, 16, 9, 10, 13, 3, 0, 9, 2,{c5.2xlarge=14; c5.xlarge=7; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=7; i3.2xlarge=7; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=9; m5.xlarge=7; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=16; m5zn.xlarge=19; r5.2xlarge=9; r5.large=16; r5.xlarge=9; r5a.2xlarge=10; r5a.large=13; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=2},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,CRITICALPATH,316.31999999999977,11, 7, 13, 21, 5, 8, 9, 0, 0, 7, 5, 8, 0, 12, 0, 5, 22, 16, 4, 7, 6, 3, 15, 6, 0, 12, 3,{c5.2xlarge=11; c5.xlarge=7; c5a.2xlarge=13; c5a.xlarge=21; d3.2xlarge=5; d3.xlarge=8; i3.2xlarge=9; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=5; m5.xlarge=8; m5a.2xlarge=0; m5a.large=12; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=22; m5zn.xlarge=16; r5.2xlarge=4; r5.large=7; r5.xlarge=6; r5a.2xlarge=3; r5a.large=15; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=3},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,CRITICALPATHREVERSE,362.82999999999987,19, 2, 13, 22, 4, 10, 11, 0, 0, 5, 4, 5, 0, 5, 0, 4, 18, 14, 6, 10, 5, 6, 13, 6, 0, 18, 5,{c5.2xlarge=19; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=22; d3.2xlarge=4; d3.xlarge=10; i3.2xlarge=11; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=4; m5.xlarge=5; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=18; m5zn.xlarge=14; r5.2xlarge=6; r5.large=10; r5.xlarge=5; r5a.2xlarge=6; r5a.large=13; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,RESHIV2,326.90999999999997,5, 10, 10, 23, 8, 9, 8, 0, 0, 4, 8, 7, 0, 7, 0, 9, 15, 17, 3, 9, 5, 4, 8, 6, 0, 19, 11,{c5.2xlarge=5; c5.xlarge=10; c5a.2xlarge=10; c5a.xlarge=23; d3.2xlarge=8; d3.xlarge=9; i3.2xlarge=8; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=8; m5.xlarge=7; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=15; m5zn.xlarge=17; r5.2xlarge=3; r5.large=9; r5.xlarge=5; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=19; z1d.xlarge=11},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,RESHIV3,347.93,11, 8, 13, 21, 5, 14, 8, 0, 0, 9, 4, 6, 0, 4, 0, 14, 17, 8, 7, 8, 9, 2, 4, 7, 0, 21, 5,{c5.2xlarge=11; c5.xlarge=8; c5a.2xlarge=13; c5a.xlarge=21; d3.2xlarge=5; d3.xlarge=14; i3.2xlarge=8; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=4; m5.xlarge=6; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=17; m5zn.xlarge=8; r5.2xlarge=7; r5.large=8; r5.xlarge=9; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=5},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
viralrecon,exponential,0.1,40,126,RESHIMAX,328.29999999999984,7, 12, 16, 21, 7, 7, 10, 0, 0, 4, 9, 8, 0, 3, 0, 6, 18, 14, 10, 5, 6, 8, 7, 7, 0, 12, 8,{c5.2xlarge=7; c5.xlarge=12; c5a.2xlarge=16; c5a.xlarge=21; d3.2xlarge=7; d3.xlarge=7; i3.2xlarge=10; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=9; m5.xlarge=8; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=18; m5zn.xlarge=14; r5.2xlarge=10; r5.large=5; r5.xlarge=6; r5a.2xlarge=8; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=8},{c5.2xlarge=2; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=1}
